Player,Debut,Last Active,YOE,Retired,Position,Team,League,Total Games,Career PPG,Career RPG,Career APG,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Total WS,Hall of Fame,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team
Daniel Ewing,2005,2007,2,1,SG,LAC,NBA,127,3.4,1.2,1.4,38.9,29.5,78.0,43.3,8.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Ewing,1985,2002,17,1,C,NYK,NBA,1183,21.0,9.8,1.9,50.4,15.2,74.0,50.5,21.0,126.4,1,2008,11,0,0,0,0,0,0,7,1,1,3,0,0,0,0,0,0,1
Patrick Ewing,2010,2011,1,1,SF,NOP,NBA,7,0.4,0.3,0.3,0.0,0.0,75.0,0.0,0.6,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dante Exum,2014,2021,6,0,PG,UTA,NBA,245,5.7,1.8,2.1,40.7,30.5,76.4,47.3,8.3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Eyenga,2010,2012,2,1,SF,CLE,NBA,51,6.3,2.7,0.8,41.1,27.7,61.1,45.0,8.6,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festus Ezeli,2012,2016,3,1,C,GSW,NBA,170,4.2,4.3,0.4,51.3,-,55.7,51.3,13.4,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Johnny Ezersky,1947,1950,3,1,NA,PRO,BAA,135,7.6,-,1.3,28.8,0,66.9,0,-,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Fabel,1946,1947,1,1,NA,PIT,BAA,30,2.1,-,0.1,26.0,0,50.0,0,-,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Fairchild,1965,1970,4,1,SF,INA,ABA,165,6.6,3.2,0.7,40.4,36.8,68.1,41.0,11.9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacko Fall,2019,2022,3,0,C,BOS,NBA,37,2.2,2.4,0.2,67.3,-,32.0,67.3,18.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Farbman,1948,1949,1,1,NA,GSW,BAA,48,3.2,-,0.8,30.7,0,67.9,0,-,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Faried,2011,2019,8,0,PF,DEN,NBA,478,11.4,8.1,1.0,54.6,22.2,65.4,54.8,19.7,38.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dick Farley,1954,1959,3,1,SG,PHI,NBA,211,6.5,2.5,1.8,38.4,0,70.0,0,12.1,8.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jordan Farmar,2006,2017,10,1,PG,LAL,NBA,504,7.7,1.9,2.9,42.3,37.4,73.9,50.7,13.3,13.9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Desmon Farmer,2006,2009,2,1,SG,OKC,NBA,11,2.4,0.6,1.0,31.0,25.0,100.0,39.7,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Farmer,1987,1994,5,1,SG,DEN,NBA,136,5.3,1.4,0.8,42.8,28.2,73.0,44.5,10.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Farmer,1958,1966,7,1,SF,STL,NBA,423,6.7,4.6,1.3,39.3,0,81.4,0,9.9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Farmer,1997,2000,2,1,C,CHO,NBA,101,5.3,3.2,0.8,39.5,18.9,77.0,40.8,15.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Faught,1946,1947,1,1,NA,CLR,BAA,51,6.7,-,0.6,29.5,0,57.5,0,-,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vítor Luiz Faverani,2013,2014,1,1,C,BOS,NBA,37,4.4,3.5,0.4,43.5,30.0,64.9,47.6,11.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick Favors,2010,2022,12,0,PF,UTA,NBA,790,10.6,7.1,1.1,53.4,19.8,66.3,53.7,18.8,60.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nick Fazekas,2007,2008,1,1,PF,DAL,NBA,26,4.1,3.4,0.4,56.1,0.0,68.2,56.1,19.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Fedor,1962,1963,1,1,NA,GSW,NBA,7,0.9,0.9,0.1,30.0,0,0.0,0,2.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Feerick,1946,1950,4,1,NA,WSC,BAA,221,13.3,-,2.0,36.2,0,80.5,0,-,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butch Feher,1976,1977,1,1,SG,PHO,NBA,48,5.2,1.5,0.8,53.1,0,76.8,0,15.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Feick,1996,2001,5,1,C,BRK,NBA,201,4.5,7.1,0.7,42.4,40.0,62.9,43.2,12.4,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Feiereisel,1955,1956,1,1,NA,LAL,NBA,10,3.0,0.6,0.6,28.6,0,87.5,0,12.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Feigenbaum,1949,1953,2,1,PG,BLB,NBA,17,3.1,1.4,1.1,22.8,0,48.5,0,2.2,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Feitl,1986,1992,5,1,C,HOU,NBA,275,4.3,3.0,0.5,43.3,0.0,75.1,43.3,9.8,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kay Felder,2016,2018,2,1,PG,CLE,NBA,58,3.8,1.0,1.3,36.4,26.8,75.4,38.8,9.3,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristiano Felício,2015,2021,6,0,C,CHI,NBA,252,4.3,3.9,0.7,57.2,0.0,67.3,57.2,14.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrick Felix,2013,2014,1,1,SG,CLE,NBA,7,2.7,0.9,0.6,50.0,40.0,75.0,57.1,13.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noel Felix,2005,2006,1,1,SF,OKC,NBA,12,1.5,1.1,0.2,24.0,33.3,62.5,26.0,-1.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Felix,1953,1962,9,1,C,NYK,NBA,637,10.9,8.9,0.7,41.2,0,67.8,0,17.1,39.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Raymond Felton,2005,2019,14,1,PG,CHO,NBA,971,11.2,3.0,5.2,41.2,32.9,79.0,45.9,13.8,40.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jake Fendley,1951,1953,2,1,SG,DET,NBA,103,2.8,1.2,0.9,34.4,0,74.2,0,10.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Fenley,1946,1947,1,1,NA,BOS,BAA,33,2.6,-,0.5,22.5,0,51.1,0,-,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desmond Ferguson,2003,2004,1,1,SF,POR,NBA,7,1.9,0.6,0.1,41.7,37.5,0.0,54.2,11.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Ferguson,2017,2021,4,0,SG,OKC,NBA,204,4.5,1.3,0.7,40.4,33.4,75.3,52.2,5.6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy Fernández,2008,2012,4,1,SG,POR,NBA,249,9.1,2.4,2.2,39.9,36.0,84.0,51.1,14.0,14.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bruno Fernando,2019,2022,3,0,C,ATL,NBA,119,3.2,2.8,0.6,52.7,14.6,60.8,53.7,12.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Fernsten,1975,1984,6,1,C,BOS,NBA,218,2.4,1.7,0.4,44.5,-,67.5,44.5,11.7,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Al Ferrari,1955,1963,6,1,SG,STL,NBA,371,6.8,2.2,2.5,36.8,0,76.0,0,9.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolando Ferreira,1988,1989,1,1,C,POR,NBA,12,0.8,1.1,0.1,5.6,-,87.5,5.6,-7.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duane Ferrell,1988,1999,11,1,SF,ATL,NBA,583,6.4,1.9,0.9,48.0,28.8,75.0,48.7,12.9,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yogi Ferrell,2016,2021,5,0,PG,DAL,NBA,259,7.7,2.1,2.3,42.0,36.5,83.5,50.4,12.2,7.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arnie Ferrin,1948,1951,3,1,NA,LAL,NBA,178,5.8,4.0,1.6,33.2,0,68.6,0,-,7.6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bob Ferry,1959,1969,10,1,C,BAL,NBA,634,9.1,5.3,1.4,43.3,0,66.4,0,13.8,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Ferry,1990,2003,13,1,PF,CLE,NBA,917,7.0,2.8,1.3,44.6,39.3,84.0,50.6,11.8,34.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kyrylo Fesenko,2007,2012,5,1,C,UTA,NBA,135,2.3,2.0,0.3,49.6,0.0,41.0,49.6,8.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Fields,1971,1972,1,1,NA,UTS,ABA,22,2.5,1.4,0.9,45.8,28.6,61.5,47.9,9.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Fields,1984,1988,4,1,SF,MIL,NBA,184,6.2,2.5,1.0,47.4,18.8,73.3,47.5,11.7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landry Fields,2010,2015,5,1,SF,TOR,NBA,255,6.8,4.3,1.6,47.3,33.2,66.6,51.5,12.1,10.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ron Filipek,1967,1968,1,1,NA,PHI,NBA,19,2.3,1.3,0.4,38.3,0,50.0,0,13.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Fillmore,1970,1972,2,1,C,NYK,NBA,49,2.4,2.2,0.4,40.3,0,46.7,0,8.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Finch,1973,1975,2,1,SG,MMT,ABA,128,8.6,1.7,2.4,43.1,34.2,82.9,44.5,9.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hank Finkel,1966,1975,9,1,C,BOS,NBA,551,5.1,3.9,0.8,44.9,0,66.2,0,12.6,13.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Michael Finley,1995,2010,15,1,SF,DAL,NBA,1103,15.7,4.4,2.9,44.4,37.5,81.1,49.2,16.0,85.2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Danny Finn,1952,1955,3,1,PG,GSW,NBA,142,7.3,3.9,4.0,32.7,0,59.9,0,13.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorian Finney-Smith,2016,2022,6,0,PF,DAL,NBA,393,8.2,4.6,1.4,44.5,35.9,71.8,55.0,11.1,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Fish,1994,1997,3,1,C,LAC,NBA,50,3.5,2.2,0.5,50.0,0.0,62.5,50.0,11.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Fisher,1996,2014,18,1,PG,LAL,NBA,1287,8.3,2.1,3.0,39.9,37.4,81.7,46.6,11.7,62.3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Richard Fisher,1971,1972,1,1,PF,UTS,ABA,12,3.1,2.7,0.4,52.9,-,100.0,52.9,25.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Fitch,2005,2006,1,1,PG,MIA,NBA,18,4.7,1.7,1.8,33.7,26.9,73.9,37.6,10.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Fitts,2020,2022,2,0,PF,LAC,NBA,17,1.0,1.0,0.2,33.3,45.5,-,47.2,5.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Fitzgerald,1946,1949,2,1,NA,TRH,BAA,78,3.1,-,0.6,19.4,0,62.9,0,-,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Fitzgerald,1946,1948,2,1,NA,TRH,BAA,61,4.5,-,0.7,23.7,0,68.3,0,-,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Fizer,2000,2006,6,1,PF,CHI,NBA,289,9.6,4.6,1.2,43.5,19.1,69.1,43.9,13.4,2.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jerry Fleishman,1946,1953,5,1,SG,GSW,BAA,262,5.8,4.6,1.6,27.7,0,63.8,0,13.6,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Fleming,1977,1978,1,1,SF,OKC,NBA,20,2.0,1.5,0.4,48.4,0,58.8,0,10.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Fleming,1955,1960,5,1,SG,LAL,NBA,292,8.6,5.2,1.9,35.9,0,73.1,0,14.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vern Fleming,1984,1996,12,1,PG,IND,NBA,893,11.3,3.4,4.8,49.8,18.1,76.4,50.1,15.1,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Flores,2004,2005,1,1,PG,GSW,NBA,16,2.2,0.2,0.7,48.3,50.0,100.0,56.9,10.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Flowers,1982,1983,1,1,PF,CLE,NBA,53,4.9,3.4,0.9,53.4,0.0,77.4,53.4,15.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleepy Floyd,1982,1995,13,1,PG,GSW,NBA,957,12.8,2.6,5.4,44.4,32.4,81.5,47.0,15.5,50.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny Flynn,2009,2012,3,1,PG,MIN,NBA,163,9.2,1.9,3.9,40.0,33.8,80.9,44.2,11.3,-1.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Malachi Flynn,2020,2022,2,0,PG,TOR,NBA,90,5.9,1.9,2.3,38.3,32.5,75.0,46.4,11.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Flynn,1975,1978,3,1,SG,IND,NBA,211,6.2,2.1,2.2,41.9,25.3,62.9,42.9,12.1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Fogle,1975,1976,1,1,SG,NYK,NBA,2,1.0,1.5,0.0,20.0,0,-,0,-0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Foley,1962,1963,1,1,NA,BOS,NBA,11,4.8,1.5,0.5,39.2,0,86.7,0,15.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Fontaine,2001,2002,1,1,SG,MEM,NBA,6,1.8,0.8,0.7,21.4,20.0,66.7,25.0,-0.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levi Fontaine,1970,1971,1,1,SG,GSW,NBA,35,3.8,0.4,0.6,36.6,0,75.7,0,12.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Foote,2011,2012,1,1,C,NOP,NBA,4,1.0,1.5,0.0,33.3,-,-,33.3,-0.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryn Forbes,2016,2022,6,0,SG,SAS,NBA,405,9.0,1.7,1.2,43.8,41.2,81.7,55.4,11.1,11.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gary Forbes,2010,2012,2,1,SF,DEN,NBA,111,5.8,2.0,0.9,43.4,34.0,70.2,47.8,12.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleem Ford,2021,2022,1,0,SF,ORL,NBA,5,2.8,3.0,0.4,30.0,13.3,-,35.0,0.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphonso Ford,1993,1995,2,1,PG,OKC,NBA,11,3.2,1.8,0.9,30.8,10.0,50.0,31.7,4.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alton Ford,2001,2004,3,1,PF,PHO,NBA,73,2.5,1.7,0.2,50.7,-,69.7,50.7,9.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Ford,1972,1973,1,1,SF,MMT,ABA,9,1.6,1.3,0.4,29.4,-,80.0,29.4,2.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Ford,1972,1982,10,1,SG,DET,NBA,794,9.2,3.0,3.4,46.0,37.5,73.1,46.9,12.2,35.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Don Ford,1975,1982,7,1,SF,LAL,NBA,474,6.4,3.6,1.4,46.4,14.3,77.3,46.4,10.8,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Ford,1970,1972,2,1,PG,OKC,NBA,31,4.1,0.6,1.1,46.2,0,76.4,0,15.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Ford,1978,1985,7,1,PG,KCK,NBA,482,11.6,1.8,6.4,46.7,21.0,82.0,46.9,13.9,23.3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sharrod Ford,2005,2006,1,1,PF,PHO,NBA,3,1.3,1.0,0.0,66.7,-,-,66.7,0.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherell Ford,1995,1996,1,1,SF,OKC,NBA,28,3.2,0.9,0.2,37.5,16.0,76.5,40.0,16.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Ford,2003,2012,8,1,PG,IND,NBA,429,11.2,3.1,5.8,43.3,28.9,81.5,44.8,15.1,16.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Donnie Forman,1948,1949,1,1,NA,LAL,BAA,44,4.1,-,1.7,29.4,0,64.2,0,-,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayard Forrest,1977,1979,2,1,C,PHO,NBA,139,4.1,4.1,2.1,44.9,0,50.9,0,10.6,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Forrest,2020,2022,2,0,PG,UTA,NBA,90,3.1,1.6,1.7,47.8,18.9,85.1,50.0,11.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Forte,2001,2003,2,1,SG,BOS,NBA,25,1.2,0.7,0.7,23.4,0.0,80.0,23.4,3.2,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Fortson,2011,2012,1,1,PG,LAC,NBA,10,3.5,1.5,1.0,34.4,23.1,66.7,39.1,9.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Fortson,1997,2007,10,1,PF,GSW,NBA,440,8.2,7.2,0.7,47.2,16.7,78.5,47.2,16.2,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred Foster,1968,1977,8,1,SF,SAC,NBA,524,7.8,2.4,1.1,41.4,0,72.7,0,10.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Foster,1990,2003,13,1,PF,UTA,NBA,656,3.9,2.6,0.5,44.0,22.5,74.8,44.4,8.9,5.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jeff Foster,1999,2012,13,1,C,IND,NBA,764,4.9,6.9,0.9,49.7,13.0,61.5,49.8,14.2,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Foster,1974,1976,2,1,PG,SSL,ABA,89,3.7,1.3,2.1,37.3,7.1,67.3,37.4,5.3,-1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Foster,1983,1986,3,1,PG,PHO,NBA,207,7.5,1.2,2.3,44.0,29.8,76.8,46.5,10.9,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonis Fotsis,2001,2002,1,1,PF,MEM,NBA,28,3.9,2.2,0.4,40.4,30.4,85.0,43.8,11.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Fournier,2012,2022,10,0,SG,ORL,NBA,644,14.3,2.7,2.6,44.6,38.2,79.8,53.3,13.8,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Foust,1950,1962,12,1,C,DET,NBA,817,13.7,9.8,1.7,40.5,0,74.1,0,19.8,79.2,0,0,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Calvin Fowler,1969,1970,1,1,SG,CAR,ABA,78,4.4,2.2,1.6,45.5,41.2,62.2,46.7,9.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Fowler,1951,1952,1,1,NA,MLH,NBA,6,1.5,1.7,0.3,30.8,0,25.0,0,3.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tremaine Fowlkes,2001,2005,4,1,SF,LAC,NBA,103,2.9,2.2,0.5,40.9,20.0,79.1,41.6,10.1,2.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
De'Aaron Fox,2017,2022,5,0,PG,SAC,NBA,322,19.1,3.5,6.2,46.2,32.0,72.5,49.9,17.5,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold Fox,1972,1973,1,1,PG,BUF,NBA,10,3.1,0.8,1.0,37.5,0,87.5,0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Fox,1967,1977,10,1,C,OKC,NBA,743,9.3,7.4,1.6,47.9,0,77.0,0,15.2,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Fox,1991,2004,13,1,SF,LAL,NBA,930,9.6,3.8,2.8,45.0,34.9,77.0,50.1,13.6,44.7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Randy Foye,2006,2017,11,1,SG,MIN,NBA,752,10.3,2.2,2.8,40.1,36.6,85.2,48.2,12.0,23.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Adonal Foyle,1997,2009,12,1,C,GSW,NBA,733,4.1,4.7,0.5,47.7,0.0,49.9,47.7,12.3,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie Frahm,2003,2008,4,1,SG,OKC,NBA,140,3.6,1.2,0.6,41.1,35.6,81.0,52.1,12.0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Francis,1999,2008,9,1,PG,HOU,NBA,576,18.1,5.6,6.0,42.9,34.1,79.7,46.3,18.3,54.1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tellis Frank,1987,1994,5,1,PF,GSW,NBA,264,6.5,3.9,1.0,43.9,0.0,74.1,43.9,10.3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nat Frankel,1946,1947,1,1,NA,PIT,BAA,6,2.7,-,0.5,14.8,0,66.7,0,-,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Franklin,2013,2015,2,1,SG,MEM,NBA,24,1.8,1.0,0.4,41.5,46.2,100.0,48.8,4.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Franklin,1972,1976,3,1,PF,SAA,ABA,107,6.1,3.7,0.6,41.5,25.0,60.1,41.7,11.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Franks,2020,2021,1,0,PF,ORL,NBA,7,6.1,2.0,0.7,46.4,33.3,92.3,55.4,16.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald Franz,1967,1973,6,1,SF,NOB,ABA,403,11.7,5.3,1.7,44.7,27.9,70.3,45.4,14.2,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melvin Frazier,2018,2022,3,0,SG,ORL,NBA,31,2.5,0.8,0.1,35.6,24.3,53.3,40.8,5.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Frazier,2019,2020,1,0,SG,HOU,NBA,13,2.1,0.8,0.2,24.1,17.4,64.3,31.0,-0.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Frazier,2014,2022,8,0,PG,NOP,NBA,289,4.9,2.3,4.0,40.0,32.3,72.3,45.1,11.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
